Player,Game Week,Team,League,Nationality,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Yehvann Diouf,J21,Reims,Ligue 1,sn SEN,25-085,90,9.0,4.0,5.0,3.4,-0.6,False,1.0,6.0,11.0,4.0,112.4,5.0,271.0,11.0,1.0,1.0,13.8
Donovan Léon,J21,Auxerre,Ligue 1,gf GUF,32-098,90,3.0,2.0,1.0,1.3,-0.7,False,8.0,26.0,30.0,4.0,202.8,5.0,300.0,13.0,0.0,0.0,0.0
Kjetil Haug,J21,Toulouse,Ligue 1,no NOR,26-242,90,3.0,2.0,1.0,0.8,-1.2,False,5.0,12.0,14.0,4.0,122.4,9.0,480.6,9.0,1.0,2.0,36.0
Đorđe Petrović,J21,Strasbourg,Ligue 1,rs SRB,25-124,90,2.0,0.0,2.0,0.1,0.1,True,2.0,5.0,36.0,6.0,131.4,6.0,157.2,11.0,1.0,0.0,0.0
Benjamin Lecomte,J21,Montpellier,Ligue 1,fr FRA,33-289,90,5.0,2.0,3.0,1.7,-0.3,False,12.0,23.0,34.0,5.0,196.5,8.0,439.2,23.0,1.0,1.0,9.7
Yahia Fofana,J21,Angers,Ligue 1,ci CIV,24-172,90,8.0,2.0,6.0,2.6,0.6,False,2.0,12.0,22.0,5.0,197.5,7.0,280.0,20.0,0.0,2.0,30.0
Gerónimo Rulli,J21,Marseille,Ligue 1,ar ARG,32-265,90,0.0,0.0,0.0,0.0,0.0,True,1.0,1.0,24.0,2.0,35.6,4.0,51.2,7.0,0.0,0.0,0.0
Mile Svilar,J6,Roma,Serie A,rs SRB,25-033,90,6.0,1.0,5.0,2.1,1.1,False,1.0,9.0,12.0,4.0,108.0,7.0,462.7,13.0,0.0,1.0,28.0
Jesse Joronen,J6,Venezia,Serie A,fi FIN,31-192,90,5.0,2.0,3.0,1.0,-1.0,False,4.0,14.0,30.0,3.0,102.9,7.0,298.2,21.0,1.0,1.0,9.3
Marco Bizot,J22,Brest,Ligue 1,nl NED,33-341,90,6.0,2.0,4.0,1.4,-0.6,False,2.0,4.0,33.0,6.0,145.2,5.0,96.0,6.0,0.0,3.0,60.3
Donovan Léon,J22,Auxerre,Ligue 1,gf GUF,32-103,90,6.0,2.0,4.0,2.0,0.0,False,9.0,24.0,28.0,5.0,216.5,10.0,653.0,25.0,0.0,2.0,37.0
Gerónimo Rulli,J22,Marseille,Ligue 1,ar ARG,32-271,90,2.0,1.0,1.0,1.4,0.4,False,1.0,1.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Gautier Larsonneur,J22,Saint-Étienne,Ligue 1,fr FRA,27-358,90,13.0,5.0,8.0,5.5,0.5,False,5.0,19.0,24.0,2.0,81.6,7.0,343.0,23.0,1.0,0.0,0.0
Radosław Majecki,J22,Monaco,Ligue 1,pl POL,25-091,90,2.0,1.0,1.0,1.2,0.2,False,1.0,2.0,19.0,7.0,150.5,2.0,37.0,6.0,0.0,0.0,0.0
Anthony Lopes,J22,Nantes,Ligue 1,pt POR,34-137,90,11.0,7.0,4.0,5.2,-1.8,False,13.0,27.0,21.0,1.0,48.1,13.0,734.5,22.0,0.0,0.0,0.0
Guillaume Restes,J22,Toulouse,Ligue 1,fr FRA,19-341,42,3.0,0.0,3.0,0.7,0.0,False,1.0,9.0,7.0,0.0,0.0,5.0,324.0,6.0,0.0,0.0,0.0
Kjetil Haug,J22,Toulouse,Ligue 1,no NOR,26-248,48,3.0,1.0,2.0,1.2,0.2,False,3.0,10.0,11.0,0.0,0.0,3.0,186.9,3.0,0.0,0.0,0.0
Matvei Safonov,J22,Paris S-G,Ligue 1,ru RUS,25-356,90,4.0,0.0,4.0,0.5,0.5,True,3.0,5.0,22.0,7.0,157.5,8.0,184.0,10.0,2.0,1.0,14.0
Benjamin Lecomte,J22,Montpellier,Ligue 1,fr FRA,33-296,90,6.0,4.0,2.0,2.8,-1.2,False,8.0,10.0,14.0,2.0,77.6,3.0,153.9,6.0,0.0,0.0,0.0
Lucas Perri,J22,Lyon,Ligue 1,br BRA,27-068,90,4.0,1.0,3.0,1.2,0.2,False,3.0,12.0,33.0,9.0,269.1,6.0,259.8,20.0,2.0,0.0,0.0
Yehvann Diouf,J22,Reims,Ligue 1,sn SEN,25-092,90,2.0,1.0,1.0,0.6,-0.4,False,0.0,0.0,13.0,3.0,66.9,6.0,133.8,18.0,1.0,1.0,12.5
Yahia Fofana,J22,Angers,Ligue 1,ci CIV,24-179,90,4.0,0.0,4.0,0.2,0.2,True,6.0,19.0,19.0,4.0,169.2,9.0,533.7,18.0,3.0,0.0,0.0
Hervé Koffi,J22,Lens,Ligue 1,bf BFA,28-123,90,4.0,2.0,2.0,2.1,0.1,False,2.0,7.0,26.0,4.0,114.8,6.0,204.0,14.0,0.0,0.0,0.0
Đorđe Petrović,J22,Strasbourg,Ligue 1,rs SRB,25-131,90,0.0,0.0,0.0,0.0,0.0,True,2.0,7.0,40.0,4.0,97.2,2.0,91.0,24.0,1.0,1.0,18.0
Mathieu Gorgelin,J22,Le Havre,Ligue 1,fr FRA,34-195,90,3.0,3.0,1.0,1.3,-1.7,False,6.0,12.0,39.0,8.0,229.6,7.0,182.0,10.0,2.0,3.0,53.4
Marcin Bułka,J22,Nice,Ligue 1,pl POL,25-135,90,4.0,1.0,3.0,0.5,-0.5,False,3.0,9.0,29.0,6.0,169.8,5.0,172.0,22.0,2.0,1.0,14.0
Brice Samba,J22,Rennes,Ligue 1,fr FRA,30-297,90,7.0,2.0,4.0,2.5,0.5,False,4.0,13.0,29.0,4.0,136.8,7.0,270.9,19.0,1.0,0.0,0.0
Lucas Chevalier,J22,Lille,Ligue 1,fr FRA,23-102,90,0.0,0.0,0.0,0.0,0.0,True,3.0,6.0,29.0,3.0,83.1,1.0,19.0,12.0,0.0,2.0,33.6
Steve Mandanda,J23,Rennes,Ligue 1,fr FRA,39-330,90,0.0,0.0,0.0,0.0,0.0,True,0.0,1.0,17.0,6.0,147.6,3.0,75.9,6.0,0.0,1.0,18.5
Yehvann Diouf,J23,Reims,Ligue 1,sn SEN,25-097,90,5.0,1.0,4.0,2.8,1.8,False,4.0,20.0,26.0,6.0,232.2,13.0,661.7,23.0,1.0,0.0,0.0
Devis Vásquez,J6,Empoli,Serie A,co COL,26-140,90,0.0,0.0,0.0,0.0,0.0,True,7.0,12.0,25.0,6.0,213.6,4.0,290.0,12.0,0.0,0.0,0.0
David de Gea,J6,Fiorentina,Serie A,es ESP,33-327,90,1.0,0.0,1.0,0.0,0.0,True,8.0,10.0,30.0,5.0,151.5,6.0,276.0,8.0,1.0,1.0,13.7
Lucas Chevalier,J23,Lille,Ligue 1,fr FRA,23-108,90,3.0,1.0,2.0,1.5,0.5,False,3.0,14.0,35.0,3.0,112.8,2.0,101.0,14.0,0.0,0.0,0.0
Radosław Majecki,J23,Monaco,Ligue 1,pl POL,25-098,90,6.0,2.0,4.0,2.0,0.0,False,0.0,2.0,22.0,7.0,168.0,1.0,4.0,6.0,1.0,2.0,27.2
Gautier Larsonneur,J23,Saint-Étienne,Ligue 1,fr FRA,27-365,90,4.0,3.0,1.0,2.5,-0.5,False,6.0,10.0,24.0,3.0,92.4,6.0,202.8,10.0,1.0,2.0,28.0
Yahia Fofana,J23,Angers,Ligue 1,ci CIV,24-185,90,8.0,3.0,5.0,1.9,-1.1,False,4.0,15.0,16.0,5.0,226.0,11.0,523.6,20.0,2.0,0.0,0.0
Donovan Léon,J23,Auxerre,Ligue 1,gf GUF,32-111,90,2.0,0.0,2.0,0.2,0.2,True,4.0,26.0,25.0,4.0,206.4,8.0,564.0,12.0,2.0,2.0,31.6
Gerónimo Rulli,J23,Marseille,Ligue 1,ar ARG,32-278,90,5.0,3.0,2.0,2.7,-0.3,False,0.0,1.0,22.0,2.0,39.0,4.0,67.2,11.0,0.0,3.0,70.2
Anthony Lopes,J23,Nantes,Ligue 1,pt POR,34-145,90,4.0,1.0,3.0,1.4,0.4,False,6.0,14.0,22.0,2.0,84.0,0.0,0.0,19.0,0.0,0.0,0.0
Mathew Ryan,J23,Lens,Ligue 1,au AUS,32-321,90,8.0,3.0,5.0,3.1,0.1,False,1.0,1.0,22.0,5.0,120.0,6.0,118.8,9.0,1.0,5.0,104.5
Đorđe Petrović,J23,Strasbourg,Ligue 1,rs SRB,25-138,90,2.0,0.0,2.0,0.1,0.1,True,4.0,6.0,55.0,6.0,128.4,5.0,81.0,16.0,1.0,1.0,15.0
Marco Bizot,J23,Brest,Ligue 1,nl NED,33-350,90,1.0,0.0,1.0,0.3,0.3,True,5.0,15.0,37.0,3.0,99.6,7.0,177.1,11.0,3.0,4.0,79.2
Marcin Bułka,J23,Nice,Ligue 1,pl POL,25-142,90,1.0,0.0,1.0,0.0,0.0,True,0.0,2.0,20.0,7.0,168.0,4.0,124.0,13.0,2.0,1.0,10.5
Benjamin Lecomte,J23,Montpellier,Ligue 1,fr FRA,33-303,90,6.0,2.0,4.0,1.5,-0.5,False,11.0,25.0,26.0,3.0,132.0,10.0,560.0,11.0,1.0,1.0,11.0
Mathieu Gorgelin,J23,Le Havre,Ligue 1,fr FRA,34-202,90,5.0,4.0,1.0,2.9,-1.1,False,2.0,8.0,29.0,2.0,62.2,4.0,109.2,6.0,1.0,1.0,16.0
Kjetil Haug,J23,Toulouse,Ligue 1,no NOR,26-256,90,3.0,1.0,2.0,0.9,-0.1,False,4.0,18.0,14.0,0.0,0.0,11.0,500.5,26.0,0.0,0.0,0.0
Lucas Perri,J23,Lyon,Ligue 1,br BRA,27-075,90,7.0,3.0,4.0,2.5,-0.5,False,2.0,11.0,26.0,9.0,320.4,4.0,148.0,10.0,2.0,0.0,0.0
Gianluigi Donnarumma,J23,Paris S-G,Ligue 1,it ITA,25-364,90,7.0,2.0,5.0,3.1,1.1,False,0.0,4.0,16.0,2.0,52.2,4.0,134.0,13.0,0.0,0.0,0.0
Radosław Majecki,J24,Monaco,Ligue 1,pl POL,25-104,90,5.0,0.0,5.0,0.5,0.5,True,1.0,4.0,20.0,9.0,237.6,3.0,66.0,14.0,2.0,2.0,32.4
Yehvann Diouf,J24,Reims,Ligue 1,sn SEN,25-104,90,9.0,3.0,6.0,3.8,0.8,False,7.0,20.0,24.0,5.0,176.5,13.0,630.5,16.0,1.0,2.0,36.4
Gautier Larsonneur,J24,Saint-Étienne,Ligue 1,fr FRA,28-006,90,9.0,3.0,7.0,2.7,-0.3,False,0.0,13.0,32.0,5.0,151.5,9.0,232.2,15.0,2.0,2.0,33.0
Marcin Bułka,J24,Nice,Ligue 1,pl POL,25-148,90,3.0,1.0,2.0,1.1,0.1,False,4.0,6.0,30.0,6.0,170.4,2.0,43.0,9.0,1.0,1.0,13.3
Elia Caprile,J6,Napoli,Serie A,it ITA,23-035,90,1.0,0.0,1.0,0.8,0.8,True,1.0,4.0,13.0,2.0,57.6,0.0,0.0,9.0,1.0,0.0,0.0
Stefano Turati,J6,Monza,Serie A,it ITA,23-024,90,2.0,2.0,0.0,0.6,-1.4,False,7.0,15.0,26.0,3.0,96.9,6.0,256.2,7.0,0.0,0.0,0.0
Mathew Ryan,J24,Lens,Ligue 1,au AUS,32-327,90,4.0,4.0,0.0,3.0,-1.0,False,1.0,5.0,21.0,6.0,143.4,2.0,82.0,10.0,0.0,0.0,0.0
Mathieu Gorgelin,J24,Le Havre,Ligue 1,fr FRA,34-208,90,7.0,3.0,4.0,3.0,0.0,False,12.0,19.0,24.0,5.0,197.5,6.0,199.2,24.0,0.0,0.0,0.0
Gianluigi Donnarumma,J24,Paris S-G,Ligue 1,it ITA,26-004,90,2.0,1.0,1.0,0.7,-0.3,False,2.0,4.0,19.0,2.0,51.8,4.0,86.0,6.0,0.0,0.0,0.0
Lucas Chevalier,J24,Lille,Ligue 1,fr FRA,23-115,90,11.0,4.0,7.0,5.0,1.0,False,5.0,12.0,37.0,5.0,150.0,2.0,124.0,14.0,0.0,0.0,0.0
Lucas Perri,J24,Lyon,Ligue 1,br BRA,27-082,90,5.0,1.0,4.0,1.6,0.6,False,4.0,7.0,19.0,7.0,188.3,7.0,242.2,13.0,1.0,0.0,0.0
Marco Bizot,J24,Brest,Ligue 1,nl NED,33-357,90,4.0,2.0,2.0,1.4,-0.6,False,14.0,19.0,27.0,8.0,299.2,7.0,434.7,9.0,1.0,3.0,74.1
Donovan Léon,J24,Auxerre,Ligue 1,gf GUF,32-119,90,3.0,1.0,2.0,1.4,0.4,False,9.0,19.0,29.0,3.0,138.3,2.0,127.0,8.0,1.0,0.0,0.0
Đorđe Petrović,J24,Strasbourg,Ligue 1,rs SRB,25-145,90,5.0,0.0,5.0,1.7,1.7,True,2.0,14.0,58.0,7.0,156.8,5.0,287.0,16.0,2.0,3.0,38.4
Benjamin Lecomte,J24,Montpellier,Ligue 1,fr FRA,33-310,90,8.0,4.0,3.0,2.1,-1.9,False,8.0,14.0,24.0,7.0,287.0,3.0,156.0,15.0,2.0,1.0,12.2
Brice Samba,J24,Rennes,Ligue 1,fr FRA,30-311,90,5.0,0.0,5.0,1.3,1.3,True,6.0,13.0,44.0,5.0,135.5,10.0,284.0,25.0,1.0,0.0,0.0
Yahia Fofana,J24,Angers,Ligue 1,ci CIV,24-193,90,13.0,4.0,9.0,5.6,1.6,False,5.0,17.0,34.0,5.0,192.0,6.0,280.2,19.0,3.0,1.0,10.1
Kjetil Haug,J24,Toulouse,Ligue 1,no NOR,26-263,90,1.0,0.0,1.0,0.2,0.2,True,0.0,4.0,23.0,1.0,24.6,0.0,0.0,14.0,2.0,0.0,0.0
Gerónimo Rulli,J24,Marseille,Ligue 1,ar ARG,32-286,90,2.0,0.0,2.0,0.3,0.3,True,5.0,7.0,44.0,3.0,72.3,4.0,124.0,8.0,2.0,1.0,11.7
Anthony Lopes,J24,Nantes,Ligue 1,pt POR,34-152,90,5.0,2.0,3.0,2.2,0.2,False,6.0,18.0,27.0,3.0,126.3,4.0,216.0,9.0,1.0,1.0,10.5
Kjetil Haug,J25,Toulouse,Ligue 1,no NOR,26-268,90,3.0,1.0,2.0,2.2,1.2,False,2.0,11.0,18.0,4.0,139.6,7.0,364.0,9.0,1.0,0.0,0.0
Radosław Majecki,J25,Monaco,Ligue 1,pl POL,25-111,90,3.0,1.0,2.0,1.2,0.2,False,2.0,12.0,17.0,1.0,43.4,7.0,179.9,15.0,1.0,1.0,11.6
Brice Samba,J25,Rennes,Ligue 1,fr FRA,30-317,90,9.0,4.0,5.0,3.1,-0.9,False,5.0,10.0,30.0,2.0,56.0,10.0,315.0,10.0,2.0,0.0,0.0
Matvei Safonov,J25,Paris S-G,Ligue 1,ru RUS,26-011,90,3.0,1.0,2.0,1.1,0.1,False,3.0,8.0,28.0,7.0,194.6,2.0,72.0,9.0,2.0,1.0,11.3
Lucas Chevalier,J25,Lille,Ligue 1,fr FRA,23-122,90,3.0,0.0,3.0,0.7,0.7,True,2.0,7.0,24.0,6.0,161.4,8.0,255.2,4.0,2.0,0.0,0.0
Benjamin Lecomte,J25,Montpellier,Ligue 1,fr FRA,33-316,90,7.0,1.0,6.0,2.5,1.5,False,7.0,18.0,27.0,6.0,246.6,6.0,220.8,16.0,0.0,1.0,31.0
Lorenzo Montipò,J1,Hellas Verona,Serie A,it ITA,28-180,90,4.0,0.0,4.0,0.7,0.7,True,6.0,30.0,27.0,1.0,49.8,10.0,654.0,17.0,0.0,1.0,13.5
Alex Meret,J1,Napoli,Serie A,it ITA,27-149,90,4.0,3.0,1.0,3.0,0.0,False,0.0,3.0,26.0,8.0,169.6,8.0,194.4,5.0,1.0,2.0,42.4
Zion Suzuki,J6,Parma,Serie A,jp JPN,22-040,90,4.0,3.0,1.0,3.0,0.0,False,0.0,11.0,36.0,4.0,133.2,6.0,133.2,9.0,1.0,1.0,9.8
Simone Scuffet,J6,Cagliari,Serie A,it ITA,28-122,90,4.0,2.0,2.0,2.4,0.4,False,3.0,15.0,25.0,5.0,167.0,9.0,471.6,10.0,0.0,0.0,0.0
Gerónimo Rulli,J25,Marseille,Ligue 1,ar ARG,32-292,90,2.0,1.0,1.0,1.2,0.2,False,2.0,6.0,33.0,0.0,0.0,2.0,52.0,1.0,0.0,0.0,0.0
Mathew Ryan,J25,Lens,Ligue 1,au AUS,32-334,90,6.0,0.0,6.0,1.6,1.6,True,6.0,20.0,30.0,5.0,186.5,6.0,301.8,25.0,4.0,0.0,0.0
Marco Bizot,J25,Brest,Ligue 1,nl NED,33-364,90,1.0,0.0,1.0,0.2,0.2,True,5.0,11.0,36.0,10.0,286.0,5.0,280.0,20.0,1.0,1.0,13.8
Yahia Fofana,J25,Angers,Ligue 1,ci CIV,24-200,90,7.0,2.0,5.0,2.4,0.4,False,2.0,4.0,26.0,8.0,207.2,6.0,123.0,19.0,2.0,0.0,0.0
Anthony Lopes,J25,Nantes,Ligue 1,pt POR,34-159,90,1.0,1.0,0.0,0.3,-0.7,False,4.0,13.0,30.0,5.0,163.0,4.0,237.2,24.0,2.0,0.0,0.0
Đorđe Petrović,J25,Strasbourg,Ligue 1,rs SRB,25-152,90,2.0,0.0,2.0,0.3,0.3,True,2.0,5.0,35.0,7.0,180.6,1.0,61.0,19.0,1.0,0.0,0.0
Yehvann Diouf,J25,Reims,Ligue 1,sn SEN,25-113,90,9.0,2.0,7.0,3.1,1.1,False,1.0,6.0,20.0,5.0,169.0,7.0,174.3,11.0,0.0,1.0,16.3
Donovan Léon,J25,Auxerre,Ligue 1,gf GUF,32-126,90,4.0,0.0,4.0,1.8,1.8,True,8.0,27.0,26.0,3.0,137.7,12.0,769.2,14.0,0.0,0.0,0.0
Mathieu Gorgelin,J25,Le Havre,Ligue 1,fr FRA,34-216,90,2.0,1.0,1.0,1.1,0.1,False,8.0,13.0,25.0,4.0,149.2,7.0,156.8,14.0,3.0,0.0,0.0
Gautier Larsonneur,J25,Saint-Étienne,Ligue 1,fr FRA,28-014,90,6.0,1.0,4.0,1.2,0.2,False,4.0,10.0,16.0,4.0,143.6,7.0,307.3,22.0,1.0,0.0,0.0
Marcin Bułka,J25,Nice,Ligue 1,pl POL,25-156,90,5.0,2.0,3.0,1.6,-0.4,False,2.0,3.0,22.0,4.0,108.0,3.0,42.0,8.0,2.0,2.0,29.4
Lucas Perri,J25,Lyon,Ligue 1,br BRA,27-089,90,3.0,0.0,3.0,0.3,0.3,True,5.0,16.0,52.0,3.0,81.0,3.0,204.9,14.0,0.0,0.0,0.0
Marcin Bułka,J26,Nice,Ligue 1,pl POL,25-161,90,4.0,1.0,3.0,1.4,0.4,False,4.0,9.0,20.0,4.0,129.2,3.0,129.9,10.0,0.0,0.0,0.0
Donovan Léon,J26,Auxerre,Ligue 1,gf GUF,32-131,90,6.0,1.0,5.0,1.9,0.9,False,8.0,33.0,41.0,5.0,208.0,12.0,608.4,14.0,0.0,0.0,0.0
Anthony Lopes,J26,Nantes,Ligue 1,pt POR,34-165,90,3.0,0.0,3.0,1.0,1.0,True,2.0,17.0,42.0,8.0,280.0,3.0,183.0,12.0,0.0,2.0,36.6
Lucas Chevalier,J26,Lille,Ligue 1,fr FRA,23-129,90,2.0,1.0,1.0,1.0,0.0,False,1.0,1.0,25.0,6.0,111.6,4.0,48.0,12.0,0.0,0.0,0.0
Yahia Fofana,J26,Angers,Ligue 1,ci CIV,24-206,90,5.0,2.0,3.0,2.1,0.1,False,5.0,15.0,23.0,9.0,317.7,7.0,408.1,27.0,4.0,0.0,0.0
Philipp Köhn,J26,Monaco,Ligue 1,ch SUI,26-347,90,2.0,0.0,2.0,0.1,0.1,True,1.0,4.0,19.0,7.0,184.8,5.0,174.0,13.0,1.0,0.0,0.0
Mathew Ryan,J26,Lens,Ligue 1,au AUS,32-341,90,5.0,0.0,5.0,0.5,0.5,True,3.0,16.0,32.0,4.0,151.6,3.0,138.0,17.0,2.0,1.0,15.7
Brice Samba,J26,Rennes,Ligue 1,fr FRA,30-324,90,4.0,1.0,3.0,0.6,-0.4,False,5.0,11.0,27.0,1.0,34.3,2.0,44.0,12.0,0.0,0.0,0.0
Elia Caprile,J7,Napoli,Serie A,it ITA,23-040,90,2.0,1.0,1.0,0.4,-0.6,False,2.0,6.0,25.0,4.0,117.2,10.0,211.0,4.0,1.0,0.0,0.0
Emil Audero,J7,Como,Serie A,id IDN,27-260,90,6.0,3.0,3.0,2.6,-0.4,False,1.0,3.0,22.0,3.0,84.0,0.0,0.0,7.0,0.0,3.0,45.6
Lucas Perri,J26,Lyon,Ligue 1,br BRA,27-096,90,5.0,2.0,3.0,1.6,-0.4,False,2.0,5.0,31.0,7.0,175.7,1.0,64.0,6.0,0.0,0.0,0.0
Mathieu Gorgelin,J26,Le Havre,Ligue 1,fr FRA,34-223,90,7.0,4.0,3.0,4.3,0.3,False,3.0,10.0,27.0,5.0,154.0,5.0,209.0,17.0,1.0,0.0,0.0
Marco Bizot,J26,Brest,Ligue 1,nl NED,34-006,90,2.0,0.0,2.0,0.3,0.3,True,1.0,3.0,21.0,4.0,88.4,8.0,292.0,10.0,1.0,2.0,36.6
Yehvann Diouf,J26,Reims,Ligue 1,sn SEN,25-120,90,0.0,0.0,0.0,0.0,0.0,True,7.0,15.0,28.0,8.0,269.6,9.0,435.6,30.0,2.0,0.0,0.0
Đorđe Petrović,J26,Strasbourg,Ligue 1,rs SRB,25-159,90,7.0,1.0,6.0,2.3,1.3,False,2.0,12.0,57.0,2.0,47.2,4.0,232.0,12.0,2.0,2.0,26.4
Kjetil Haug,J26,Toulouse,Ligue 1,no NOR,26-277,90,3.0,2.0,1.0,1.5,-0.5,False,2.0,5.0,15.0,4.0,119.2,5.0,186.0,11.0,1.0,1.0,14.3
Gianluigi Donnarumma,J26,Paris S-G,Ligue 1,it ITA,26-019,90,2.0,1.0,1.0,1.0,0.0,False,2.0,9.0,23.0,4.0,110.8,7.0,322.0,9.0,1.0,1.0,16.0
Gerónimo Rulli,J26,Marseille,Ligue 1,ar ARG,32-300,90,5.0,3.0,3.0,2.7,-0.3,False,2.0,6.0,32.0,2.0,56.2,2.0,42.0,11.0,1.0,0.0,0.0
Đorđe Petrović,J27,Strasbourg,Ligue 1,rs SRB,25-171,90,11.0,2.0,9.0,2.4,0.4,False,1.0,8.0,49.0,8.0,195.2,2.0,140.0,9.0,2.0,4.0,73.2
Lucas Perri,J27,Lyon,Ligue 1,br BRA,27-108,90,7.0,4.0,3.0,3.6,-0.4,False,1.0,1.0,24.0,7.0,135.1,3.0,107.1,8.0,0.0,0.0,0.0
Yehvann Diouf,J27,Reims,Ligue 1,sn SEN,25-133,90,6.0,1.0,5.0,1.3,0.3,False,9.0,38.0,36.0,4.0,202.0,12.0,688.8,40.0,6.0,0.0,0.0
Gerónimo Rulli,J27,Marseille,Ligue 1,ar ARG,32-313,90,5.0,3.0,2.0,1.7,-1.3,False,1.0,1.0,25.0,7.0,130.2,1.0,28.0,2.0,0.0,3.0,96.6
Gautier Larsonneur,J27,Saint-Étienne,Ligue 1,fr FRA,28-034,90,10.0,6.0,4.0,4.2,-1.8,False,10.0,24.0,35.0,4.0,174.8,5.0,239.0,8.0,1.0,1.0,16.5
Matvei Safonov,J27,Paris S-G,Ligue 1,ru RUS,26-032,90,2.0,1.0,1.0,1.1,0.1,False,4.0,7.0,17.0,3.0,88.5,5.0,145.0,2.0,0.0,2.0,51.0
Philipp Köhn,J27,Monaco,Ligue 1,ch SUI,26-361,90,4.0,1.0,3.0,0.7,-0.3,False,3.0,9.0,18.0,5.0,129.5,6.0,330.0,13.0,0.0,2.0,53.0
Marcin Bułka,J27,Nice,Ligue 1,pl POL,25-176,90,6.0,2.0,3.0,2.5,0.5,False,3.0,8.0,27.0,9.0,243.9,5.0,183.0,9.0,0.0,0.0,0.0
Guillaume Restes,J27,Toulouse,Ligue 1,fr FRA,20-019,90,5.0,4.0,1.0,2.7,-1.3,False,1.0,1.0,6.0,3.0,63.6,3.0,47.1,8.0,0.0,0.0,0.0
Marco Bizot,J27,Brest,Ligue 1,nl NED,34-020,90,4.0,2.0,2.0,1.3,-0.7,False,6.0,25.0,39.0,2.0,74.6,9.0,457.2,26.0,2.0,2.0,21.6
Arthur Desmas,J27,Le Havre,Ligue 1,fr FRA,30-357,90,2.0,2.0,0.0,1.3,-0.7,False,2.0,2.0,21.0,4.0,84.4,5.0,120.0,14.0,0.0,0.0,0.0
Anthony Lopes,J27,Nantes,Ligue 1,pt POR,34-180,90,5.0,3.0,2.0,3.4,0.4,False,5.0,7.0,27.0,1.0,27.1,1.0,67.0,12.0,0.0,0.0,0.0
Lorenzo Montipò,J7,Hellas Verona,Serie A,it ITA,28-227,90,2.0,1.0,1.0,0.9,-0.1,False,9.0,17.0,16.0,2.0,82.8,9.0,561.6,15.0,0.0,0.0,0.0
Jesse Joronen,J7,Venezia,Serie A,fi FIN,31-197,90,3.0,2.0,2.0,1.3,-0.7,False,1.0,7.0,21.0,4.0,127.2,12.0,402.0,25.0,0.0,1.0,11.2
Donovan Léon,J27,Auxerre,Ligue 1,gf GUF,32-147,90,1.0,0.0,1.0,0.0,0.0,True,8.0,20.0,31.0,6.0,249.0,6.0,280.2,18.0,1.0,0.0,0.0
Benjamin Lecomte,J27,Montpellier,Ligue 1,fr FRA,33-338,90,6.0,1.0,5.0,1.4,0.4,False,8.0,21.0,35.0,6.0,228.6,7.0,308.7,13.0,0.0,2.0,39.6
Yahia Fofana,J27,Angers,Ligue 1,ci CIV,24-221,90,6.0,3.0,3.0,2.2,-0.8,False,4.0,12.0,23.0,4.0,153.2,4.0,194.0,12.0,1.0,1.0,21.5
Brice Samba,J27,Rennes,Ligue 1,fr FRA,30-339,90,4.0,0.0,4.0,1.2,1.2,True,2.0,6.0,28.0,9.0,226.8,4.0,123.2,20.0,3.0,0.0,0.0
Lucas Chevalier,J27,Lille,Ligue 1,fr FRA,23-144,90,1.0,0.0,1.0,0.6,0.6,True,5.0,15.0,29.0,4.0,148.4,3.0,192.9,8.0,0.0,0.0,0.0
Mathew Ryan,J27,Lens,Ligue 1,au AUS,32-356,90,5.0,1.0,4.0,2.2,1.2,False,3.0,9.0,30.0,8.0,264.8,1.0,28.0,9.0,1.0,1.0,14.7
Marcin Bułka,J28,Nice,Ligue 1,pl POL,25-182,90,4.0,2.0,2.0,0.5,-1.5,False,4.0,5.0,32.0,2.0,46.4,3.0,95.1,2.0,0.0,3.0,63.9
Anthony Lopes,J28,Nantes,Ligue 1,pt POR,34-185,90,9.0,1.0,8.0,2.5,1.5,False,9.0,35.0,26.0,2.0,95.0,14.0,733.6,37.0,1.0,0.0,0.0
Gianluigi Donnarumma,J28,Paris S-G,Ligue 1,it ITA,26-039,90,0.0,0.0,0.0,0.0,0.0,True,1.0,1.0,16.0,2.0,46.2,3.0,69.0,3.0,0.0,0.0,0.0
Yahia Fofana,J28,Angers,Ligue 1,ci CIV,24-227,90,6.0,1.0,5.0,2.6,1.6,False,8.0,17.0,20.0,6.0,251.4,10.0,479.0,13.0,1.0,0.0,0.0
Marco Bizot,J28,Brest,Ligue 1,nl NED,34-026,90,2.0,1.0,1.0,1.1,0.1,False,9.0,18.0,17.0,3.0,122.7,10.0,565.0,16.0,0.0,2.0,38.0
Philipp Köhn,J28,Monaco,Ligue 1,ch SUI,27-003,90,5.0,2.0,3.0,0.8,-1.2,False,2.0,6.0,24.0,8.0,152.0,11.0,469.7,11.0,3.0,0.0,0.0
